markov,philipp,random
15.966062089663328,16.26125621229696,18.63518877300766
15.796685511626588,16.479093571044302,18.922731276036945
14.039094677106938,15.957848592320707,19.140429849556806
15.065430388238626,16.54393875115714,18.982512344767947
15.911459585843172,16.662179787648157,19.31207663430638
14.887622843581928,16.314393540634377,19.119915575870763
15.26722037776326,16.226945992018262,19.109413555434887
13.985776124968773,17.124801787708876,18.947387001934477
14.37115682726963,16.462739215555423,18.55440445689513
16.593923649904703,16.813835116543295,19.106038056853325
14.71473759025818,16.375532303367414,18.834361649674058
15.907549950644027,16.7154305230527,18.671459101052598
14.467777135106104,16.354847194556747,18.875853283839735
15.154971439944173,16.319889803294075,19.006624372936546
14.27682149417503,16.759509675409795,18.926110500603546
14.75187828151646,16.664386025073533,19.007946305681493
14.812755932153028,16.100385559439644,19.572913352812844
13.504207632121696,15.988007491360424,18.89495764197868
15.593812395113176,16.03503241167941,19.08422357913809
15.49537885467491,16.569748459790915,18.983472878489906
15.951335718597624,16.39815115295359,19.158643234731958
15.340228138731923,16.136280106653583,19.293559440219337
14.441684033701687,16.67532336745226,19.011875085854776
14.578688224931753,16.111143333827652,19.160966527943334
15.705747130071998,16.555508434897458,18.68940354310285
16.044071025547375,16.25276949726768,19.3198020493456
14.858106984133,16.14337720779072,19.161886162488848
14.743175652438119,16.305478347723312,18.82546029801836
14.237489269245962,16.405045258968638,19.344922315448443
15.293600813720163,16.667957950302913,18.982382592369383
14.135319923682475,16.64872682759925,18.711887492027817
15.092653493298936,16.27476909476648,19.157375059559115
15.850505120461115,17.07933358586443,18.949391776071614
14.536096222316626,15.889368055633096,19.314490059991464
15.654512696612805,16.439710063375955,18.700957857949398
15.185090613397174,16.275740232552085,19.385078062969626
14.215785809162158,16.231295254339834,18.562993777969513
11.750923762429162,16.338565584349595,18.707907238010762
14.958291905654551,16.71263373305037,18.922425679070525
15.672961577014615,16.030170176533783,19.078928304689146
14.467930430047492,16.077298788051273,19.211232090987835
14.738330643177417,16.068957493915214,18.422714188943974
15.9677881491535,16.42129066134674,19.053204786774792
15.136802196382998,15.766065303218172,18.853153930844197
12.543192723795874,16.659504043448024,19.01438126385398
12.388838021586425,16.397779994747733,19.011360026762308
15.729465321845728,15.921260287984712,19.339878728445562
15.145484222668845,16.479609406227794,19.25694646042312
15.004500584343193,16.361473161761854,18.232441083636317
15.773828748248834,16.182899660501985,19.491963399380392
15.992480988535586,15.898762972737526,19.320000477859075
14.297629811406773,16.422349898931884,19.278296248036778
15.111099900579555,16.480243901931832,19.23065817387785
15.301029929675833,16.073378352784502,19.064423648412195
14.649558962893792,16.15483315528626,18.742147871078394
15.18194056350597,16.225920048164312,18.988977150621963
14.597734871302483,16.225603981525623,19.101410507294858
14.742199906695712,16.467278711760326,19.047070009651115
16.420035524564156,16.539047180599585,18.955320677610803
14.765810769602643,15.81021864940223,18.81086703319118
15.22898635300403,16.475424512810065,18.99246474871905
14.937467072680954,16.238813222255576,18.63865398940562
15.926326264809175,16.227981911235194,19.482392655431216
14.010336917039167,16.117553623296352,18.921264231278176
14.041254069878487,16.547106509509778,18.67551984392499
14.735373140912227,16.193142231604018,19.137947060553845
15.78029094008743,17.1215803789272,18.98824674881872
14.10700363444088,16.355752661787978,18.81447124077307
16.63415258233308,16.351189716673947,18.994672103390794
16.226333986404267,16.233731227632465,19.0031547036572
13.197351933627273,16.239950451821898,18.80564274343199
15.620082547757988,16.145451620882426,18.981759805793438
13.665155033777275,16.734864875519886,19.411993292474097
15.309389280753793,16.061653045162135,19.241324773349266
15.446794791801205,16.78328454270971,18.71387226914161
13.266652178209736,16.479869231312474,19.054232838506966
14.30666395385377,16.612675360324587,19.704814028339808
13.949401736163745,16.845218960407248,19.14996736113537
15.742040296578596,16.57995595456406,18.96283011266808
15.492076945170304,16.67701439772531,18.962911756615906
15.14123647738778,16.27580484192082,18.52714501647859
16.24772865549675,16.264405264945985,19.313093032640094
14.147035398170829,16.611178406516572,19.21366235150572
15.622078322595437,15.602343868226422,18.76349312389647
13.998284941730972,16.89929628464064,18.942263435843685
13.774735248040008,16.298594467617363,18.684572184865587
15.052263237878515,16.08367610411197,18.825872916710477
15.359419894037142,16.105567719488903,18.436541418005575
15.449340706374308,16.187206880179716,18.782601446930634
14.76765703602379,16.182461791356957,18.808018644228902
14.68696575378421,16.584383306976783,18.77700974274102
16.013227120060357,16.01077214100647,18.497863154204865
15.385513177063292,16.145462871549437,18.821666565016503
15.177396656302262,16.339273475297365,19.08103837741851
15.63468090100391,16.281148536772374,19.085491962185632
14.66415498993845,16.330631761576107,19.658145099322468
14.97965911649209,16.316152929455544,18.85661123394143
15.81290908498749,16.376877789229162,18.540043827818096
15.05801355206339,16.39347996697097,18.805674204105255
15.354114006455847,16.478011882347957,19.273675642230916
14.608376140962447,16.740588555343216,18.757957757344656
15.947613652240719,16.541274393736348,18.931181577264216
14.900158541058365,16.112367294207264,18.853512315261195
15.40389311355414,16.975674234481158,19.24089804868247
16.638792432891332,16.355324879832178,19.323699371381107
14.388490915749056,15.984399177582105,18.721387606814204
14.811210138503883,16.219670848955257,19.736299051715275
15.078672898199939,16.637167526587984,19.436565021004487
14.605318800171991,16.19979871948504,19.46778217524156
16.46874171950387,16.312143228736623,18.711442466491313
14.519671259893874,16.927284929835555,18.300975841152926
15.628465478549323,16.934214572385375,19.01385482420622
15.328545008443806,16.20043477192236,18.96045129200392
16.051758775900844,16.081621835022478,19.190158765964195
13.19901189288986,16.780726876349792,18.30101627860328
15.49268955275167,15.958059484872596,18.71056488825482
15.103103272071978,16.976818589367838,18.855213716210088
14.04310822965661,16.01671621852093,19.01336686205073
14.872331954073026,16.157241764050003,18.667308624612133
13.743982654758057,16.178244472695464,18.403587604956996
14.102587044448036,16.374904642931362,19.345667399087773
16.122899428662347,16.870290961083676,19.417866777567113
15.111289614602768,16.2837103693532,19.716564159900017
15.940697542756098,16.62188028687773,18.632026751162226
14.76525136141497,16.6387070172138,19.042311311298555
16.093903176183716,16.459050274191963,19.42148334735665
14.980205037711803,16.389700470889938,18.575883045074633
14.794337194896535,16.280892069497625,18.918943055167816
15.346080055059815,16.195452726069785,18.802134820647733
13.741582508401475,16.064347449640582,18.657810249069126
14.834507425458304,16.791231587768888,18.99406226735948
14.067212368083219,16.68639358007086,19.0884495087276
15.351854755491988,16.191532241196715,18.60564583575496
15.551569423897186,16.529964150867496,18.252146824349413
16.0612817263124,16.835508477609192,19.515050053860936
15.292350736589853,15.933202493011786,18.71193253246011
15.269571815701454,16.026208427797247,19.11470403479579
14.625058049275488,16.151761924391238,18.992815397928332
13.629928192588856,16.42464739887982,19.189029394347408
16.474777396675332,17.201160278561122,19.17572063206518
14.413144019974265,16.41406906836724,18.70431579646562
15.075812291436637,16.28233471993809,18.99801485311999
15.87964066749529,16.205874969677495,19.48334980289785
15.308119111592099,16.03124376600145,18.60505989853195
14.5262886596545,16.56785267728198,18.851224371302244
15.760163199499779,15.961336330056207,19.625931601240104
13.743938887175117,16.22826909708711,19.327990217069015
14.401066550709126,16.503424406032288,18.494985872408602
14.501977102715735,15.57723829105846,18.75799068669828
14.296008654716857,16.572442333109944,18.65511207348142
14.760773622161128,16.265715366843665,18.325200029699545
15.02622217283324,16.048077315904514,18.826590292328326
15.150784360185249,16.49983789893936,19.10761577763711
15.444399714988048,16.45474230652657,19.114214401365285
14.996937950535344,16.318512437831345,18.82546482854295
15.914440541413693,15.580500680102832,19.206814604496596
15.461092237503859,16.595631177279635,19.492797204388452
16.204924215433802,16.428136715487547,19.11439535990036
15.741826649957773,16.164583907104852,19.052359931816433
14.408208082771123,16.336738249092228,19.30935504422285
15.82322183699548,16.119732957485187,19.29895669977869
14.069464420991823,16.174818766791603,19.528544097930006
15.094085910436569,16.414493902268873,19.566005350765604
13.9347570045051,16.1235846950491,18.96156932975481
14.609677272335517,16.157044134889805,18.85780391554238
14.782877309204713,16.803111007335026,19.04196710165154
15.184643094275323,16.35617175497768,18.68316459852251
15.532467607262776,16.29340501120875,18.652910459196672
16.17506523537147,16.188665246040678,18.636936875986546
15.575730252614562,16.12927304197198,18.37230700228184
16.465462888082957,16.09987600385354,18.826698433196494
13.488371308860902,16.513785532902933,18.740822273435793
15.704401886691517,16.434149949760965,18.86721858636563
16.3903394405412,16.370388024537064,18.67744425066225
13.296225961704257,16.695199098777774,18.667188050982176
14.907760698683829,16.286646901143992,19.020415758857585
16.02460987536595,16.365854577339288,18.734272756826517
14.77001015498845,16.018975916464,19.73706090933702
16.56510892337145,16.557922281256293,18.661686544810518
14.910603968210227,16.84190733265392,19.56071998479992
15.991934087333838,16.243873720854893,18.755932139898327
14.366368724338972,15.990010138685761,19.627384622795073
15.196016691479077,16.25771982845737,18.979097734509978
15.366918346145038,16.28287481790288,18.81886185127058
15.441465084682703,16.646405255749357,18.901414280958864
14.480384067266659,16.087167796973553,18.982180257805798
14.837977775883235,16.40607082934637,18.655559527816855
15.698066472285012,17.191762533095513,18.987062732653452
14.882252534210645,16.37750317379246,18.67826060271662
14.803799835080069,16.337651394339684,19.096276210026726
14.81990598710461,16.077326245187507,18.98525557969631
15.309065804631755,16.82023934988882,18.766831413741947
15.267975295314203,16.339970921031718,18.972752984335756
14.758945044812352,16.26566186555574,18.84591969961568
15.591010039731556,16.03452999260137,19.010409610376684
15.676137742090898,16.352753304802686,18.658188705736702
14.694680672562834,16.70228769581522,19.032013000035224
15.493646264821153,16.522285628857013,18.810125670989944
15.310743348964856,16.54628636349259,19.288532753149806
15.023411738168344,16.241765959196158,18.79861664750329
13.94707912224146,16.453783491830787,18.842848389578066
14.710451556958152,16.246360295976103,18.674054724055253
14.074466991056415,16.336627790588473,18.91540243951787
13.797731439584986,16.05835446274368,18.8009504610393
14.519783231898442,16.05891921491535,18.869143866470573
15.5830985798125,16.14649763326468,18.813317193029263
14.21193039036593,16.12498057997409,19.198996924076575
15.505872516497613,16.630495758448145,18.890352114030318
14.6693530479519,16.32776529596803,18.47927677566269
15.305226795582461,16.219620030397735,18.75198275796761
14.601856051706127,16.22969114941555,19.069158956475338
14.864887767163609,16.08189988881162,18.56889229845655
14.760051709821589,16.411492606114816,18.97660999280177
15.262040503282346,16.429419944968615,19.087479075370616
15.515672519160374,16.63044401761512,19.23980341882006
15.50894457232151,16.197630285844497,19.29580094366622
14.55681039208455,16.42760922791267,19.228663065793206
15.843220251027354,16.122774901934708,19.130682262180894
14.990439743581991,16.670366462003734,18.73171125855293
15.099279702272513,16.370390904460937,18.971517042022274
16.328421954900833,16.716252809009358,18.64542049787159
15.243245452858229,15.935963835218237,18.710991186634676
14.250008178270567,16.383359939230974,19.086355339471048
15.963348926034458,16.87345832427158,18.43282143946089
15.606432385562542,16.850668357251394,18.841212846579865
14.081279594480877,16.438371463571205,18.845165119586497
15.000382205692194,16.73694514920247,19.28366397954978
14.80187388093277,16.63539825414824,18.81287897378072
15.66489435855696,16.225075950844296,18.74561216082988
15.417345627817031,15.94917396433097,19.35023386655876
16.955967228245317,16.229415375491143,18.37479473166667
14.448234804340023,16.241662272074596,19.13934691590843
15.6626636337286,16.301769076819184,19.137222318515672
14.660662367147193,16.34606905957529,19.210836188275678
15.750707985523649,16.517327992840784,19.111767030021536
14.521090610038076,16.500390144151147,18.3474446403738
15.819594107628683,16.085495266524582,18.37333526398608
16.416880420151532,15.916763546214618,18.55295362884348
15.303841789570242,16.470138349416843,18.67806492048371
14.529231857856798,16.24652159354025,19.288690016006367
15.23663928460205,16.695840220454414,18.661751902143347
14.485099370323372,16.9048899575159,19.073661531775258
15.662309164876914,16.949630529202032,19.10287753796516
14.626947568563363,16.210095694894527,19.005688197997866
14.390765397708286,16.498006359334617,18.767291787376656
14.107515858064618,16.488620986720722,19.27378408234705
16.199350229894947,16.425440049998567,18.53001874683334
15.503070868574286,16.371976412468335,18.858213925395958
14.812842820881976,16.239855171293758,19.19565549060649
15.410181049591854,16.678233753204996,19.108329235898637
14.839062058344824,16.45730896909425,19.048190229889048
14.815662735841313,16.606342935888083,18.52637434233902
15.332624960257526,16.78345784504608,18.805219547393573
14.235991021379172,16.708526090887375,18.83814930148326
16.230253143893343,16.298996157667936,19.27288807004456
14.798815849534133,16.439334313047482,18.775433384959634
14.737581677056689,16.01711320173864,19.561580212074315
15.7126960831937,16.608138034335166,19.585208319012565
14.133995996776916,16.461210678050303,18.862873871510047
14.808376586440428,16.394414608651402,19.126241110268758
15.874679124934426,15.526033400040122,18.615246213116478
14.946062339171057,16.37912836949524,19.016113071833708
14.748108999898026,16.23708164983678,18.722665531860095
15.095932006646175,16.57179387761646,19.071944289991404
14.739111230752131,16.430896352242073,18.763458214180805
14.123114519190691,15.819220400073243,18.95207102982761
15.25691109125247,15.885502837555402,18.334647087140766
14.734508937559976,16.454810497178137,18.998633638115955
15.936364884963789,16.19660000478048,18.71978779963617
15.592292082365377,16.240290094089012,18.877331969391385
16.65149263130908,16.14785166143763,18.574103005552438
13.732257335098321,16.113053572366557,18.42997858813785
15.666182840174269,16.499126816839073,18.97180222475858
13.103070696442837,16.465456710802023,19.39255220078364
14.355530481406193,16.68288397533602,19.222698225478286
14.798894415000971,16.80559867676394,18.841757167077667
14.073902934657335,16.242369960744103,18.830281122423482
15.379230880362591,16.313058451184293,18.86562634105885
13.75336467331804,16.909669574802397,18.874211224526487
14.517376009376308,15.838770225037965,18.49280867188686
16.315098885083646,16.485481609329828,18.8433455829692
14.950223785287617,16.751552425945796,19.805331688162315
14.422454681155296,16.163103797101794,18.806367959046977
15.277842340699378,16.486009501880154,19.053801295749608
15.21515397264383,16.521609741208785,18.73953067204209
15.799356387681572,16.422430545147606,19.044000597309413
14.278808845547323,16.490684787363236,18.96606703260707
16.571339341748313,16.281775360519582,18.424005757139142
15.629452456403799,16.668698924658326,19.08875163725794
14.92724547916831,16.175841777930387,19.1315007609303
16.032594267402402,16.537372821418398,19.633991757419587
13.493987396590892,16.692023100324636,18.561934992822305
16.03646644374089,16.02280710006578,19.15163387306911
15.189296285771546,16.203289895240918,19.037763873687236
15.545362227812586,16.712904456766196,18.86537171111987
15.904599868376682,16.36480544659399,18.816497037685437
15.227482404638483,16.311461667358987,19.369290268748784
14.587645378587666,16.098004475283414,18.064118727983114
14.155557711370916,16.12176488051087,18.883235850850053
15.933800212922252,16.528539510682393,19.361266154836596
15.84271649685929,16.284148957931006,18.638170989664093
14.704540369563508,16.532587570977746,19.178358361696684
15.00038238845884,16.654229238615514,18.9932873208033
13.389183569482068,16.26700695661914,18.99986487794153
14.813195132287115,16.57465724775075,19.33124820322349
15.232121139104796,16.457363233175748,18.994584019293598
15.10504299824306,16.368065445455233,19.104026145296242
13.848824938851408,16.19359272393462,19.233242687868103
15.961610138235109,15.940575543650032,19.129505712326424
15.619642146273346,15.9790769224751,19.174460240116876
14.620241188815024,16.49886164579985,19.211372591106173
15.928346961629519,16.7722019027121,18.60717832265899
15.273380516739923,16.297738293453172,19.329309620971852
14.655435955459692,16.45002390268214,18.552921404678738
15.13050431374904,16.65739422750963,19.5535596508986
15.379982224587769,16.614037701611657,18.72061419504777
16.060205388660687,16.247110289557067,19.369189096173166
16.276425171849773,16.229192339708604,18.96678746126664
14.75998644206213,16.645798365014112,19.377232021303314
16.27180205724583,16.406523135854208,18.946782757207085
15.591214679419018,17.1999676510209,18.876839765575177
15.026732331697396,16.35002581029384,19.229887346378174
15.146831509350998,16.563354765004735,18.800092164574973
13.850488790593493,16.487634203592766,19.025671820746037
16.301368371039565,16.886839577463043,19.57107664075894
15.005553982908292,16.41814786761021,18.852043756965692
14.500911911940776,16.47382752240764,18.874774784992752
14.345853806289183,16.05832357228408,18.59859339975717
15.048727284406928,16.54918508884651,19.478216718373112
14.923651841011786,16.398704943447356,18.613991965748674
15.746313558031703,16.745285417302362,18.666760655812606
15.403833394969137,16.014953832183345,18.980692607423943
13.412137050455685,16.006443611876552,18.891055351187138
14.392696408601845,15.51787013290686,18.562648474039488
14.704747577649586,16.377787040164893,19.3572672018739
14.459069250744156,16.6351269181167,18.95867400785296
14.80195164935188,16.487365079475303,18.807641183854344
15.022904472788825,16.284353779655355,19.367117086459388
15.657150106687896,16.713829356344917,19.145628076862792
15.841588194691418,16.755045182367425,19.23980670391043
14.212820893225166,16.288156646112675,18.43058072103251
15.302284377656521,16.12307364625404,18.569091209638074
15.228038932629305,16.27925725186718,19.023259920138873
15.865215437556866,16.647828791578686,19.288287482003767
15.268040568953435,16.512126707287404,18.449051712254853
15.176955964644836,16.242364244260145,18.87442954820327
15.792274261878626,16.41292666883194,18.87755373634398
13.86693720304624,16.162171649787187,18.92344909460678
15.446904801866213,16.73105993367632,18.92075289926036
14.675958203227708,16.271594409873522,18.983429764244747
15.305230446129462,16.485370005335987,19.276611632458934
15.382727256547167,16.46232823756966,18.862751049385306
14.597291237775163,16.293969327420488,18.58849981965452
14.804550701917268,16.458241434643966,18.788631263382765
14.169664404892513,16.392564939856687,19.015652640002443
16.022650420814998,16.93900706518776,18.623072279488404
15.904959982237902,16.54326895840724,18.62032796109637
15.383433753410655,16.40493584443503,18.724476408099456
14.807431707507353,16.139062463312037,19.369790173676343
15.293333850673006,15.90990746738275,18.465622106619033
15.077635297846799,16.367827894029002,18.51557000286476
14.002920674726463,16.425360683852716,19.085132312180015
14.980315780602362,16.281374195816507,18.463453535404525
15.334165159187894,16.521249740225265,19.286196683288782
15.865931485147597,16.891980159516383,19.298657127981855
14.688451405174495,16.66996021684216,18.997730764758714
14.644202784075672,15.73308271283944,19.452004100170022
15.317382817318437,15.990530838727238,19.08591281829852
16.803682321281777,16.361591417773855,18.95469454079482
15.634959114688646,15.945495392463245,19.0209163399656
13.635486247452453,16.546705910699462,18.95600261473932
15.636492612280598,16.446980647893888,18.98337990812041
15.619009826713215,16.087927060064057,18.752153734770744
14.485071034751934,16.11223545777361,19.017172309384538
15.460233800350561,16.55264951412937,18.418454577131225
15.261791584317134,16.420388693031015,19.102983723967547
14.543762509199333,16.29035287758523,18.80876063927824
15.875540387761808,15.593472833668264,19.64560554600066
16.63351831075644,16.671046248639673,18.838046553816234
14.97152543747093,16.425025796902244,18.8088833045944
14.917432297756022,16.239874963048248,19.104669236982144
15.201222307153358,16.307798880897863,18.694742322948418
15.896542891273242,16.47108940601973,19.13072877164098
15.016863274071735,16.437380593505672,18.37577222582191
15.983022937347238,16.34665712320355,19.100001632430835
14.924474010141717,16.490398147800835,19.144928842742647
14.508818535190033,16.85163816955602,19.514639540693864
15.36708699800776,16.035959311882582,18.783938865267903
15.881313457711228,16.260495335066796,18.895489584434685
15.281400274922223,16.728297053167463,18.726043014130756
15.019691368102368,16.40877750452387,18.905179791909084
14.288183340001712,15.750543849737356,18.97580331372295
15.12705211484577,16.099436105760837,19.088417271890187
15.263812515357534,16.273441253257943,19.483772759762115
15.082557806476562,16.191745491039843,18.804643948277974
13.281114492136386,16.203570195097523,18.99180157565029
15.626663007120493,16.00953943824182,18.659390055900268
14.98502192259872,16.66996319334022,19.059115135714876
16.058946750932552,16.224038379100833,19.073111234679512
14.455527606053435,16.514263690202522,18.418375118898894
15.999025710852608,15.97278732602514,18.689750171264556
16.04822608342875,16.359722397378903,18.857095001081404
14.71652116886237,16.5376491860176,19.23246397157516
13.01507103242507,16.740043674993768,18.858754243988976
15.261975286610285,16.91386356882958,19.02462052133428
12.89886060998577,16.746236135256606,19.496459514542845
15.568783337768233,16.0930255263762,18.51226976232655
15.201625240038148,16.622309971895458,18.95331125192353
15.519274964010503,16.40455516781312,18.736714887688425
14.536470101495668,16.236853829389812,19.02456143775927
14.526159246934922,16.4527790342646,19.002146939390247
16.038270039547715,16.404648636178493,19.11264675305094
14.73777094895295,16.29497032326985,18.82149663076844
15.251198371392402,16.48963868825522,19.075884591594768
15.385993903613334,16.331741947502582,18.576272254549174
15.973175794697974,15.604110774741946,18.70553657621128
15.629484027434788,16.74272483172934,18.41245966206685
14.156337489839355,16.484433681854323,19.261699791767917
15.44733109426018,16.5119012187089,18.755775698662
16.749530399484684,16.287652315971727,18.438671630424352
15.47317246446333,16.732960270680334,18.47851689572895
15.798408603902205,16.637979983406204,19.282553717965836
14.89309792872297,16.559407010858543,19.122712105451647
15.009233835073697,16.963247493069098,19.178210599342034
13.427458595895855,16.905171945304474,18.720910269068046
13.838364548122469,16.66140866200046,19.022405808433334
14.820807701809889,16.15707551872225,19.160516103681314
15.426771789740167,16.638966934394,18.91092408675771
14.386113750571763,16.267425487890726,19.427393480333524
15.458204156985728,16.181180239060158,18.65940230065065
15.155800516621754,15.721723201714218,18.595128568514788
14.683763393490596,16.258373392585323,18.903762481793787
14.737965672854004,15.94989217396358,18.852947279073334
14.629981039358919,16.854617140718396,18.20044926827066
14.748129332606595,16.229319486893388,18.777748514216523
15.317541101440463,16.602177694802087,18.92580195378291
15.016058182968074,16.054958572555712,18.668493298463105
14.895808524596122,16.208407068251653,19.174216468272622
15.40417668996969,16.600769627672033,18.92002224849328
15.542063026841829,16.874936716689707,19.102993517901645
14.758578453652493,16.567510251974674,19.22770447955903
16.018469775470464,16.248643023779596,18.966320943847805
16.025784113265043,15.947422217850177,18.92892500157071
14.491010577214919,15.926532889083996,19.126944917473725
14.553526802379116,16.0639015379886,18.428749640665302
14.322868442933165,16.562688511325398,18.97285820764366
15.000079161582013,16.506840208443176,18.88308873072579
15.21143803738073,15.983863744311144,18.557165423076267
14.617025502879406,16.12239197156066,19.281885840369576
15.929721306313407,16.59644573509166,19.089489130082658
15.81734457318864,16.370362861669335,18.720813077588662
16.248093628903543,16.255245191674852,18.37645202442471
15.95984295189759,15.92669162129723,18.96104781774385
15.4308966313856,16.456095889290065,19.627349234884704
14.670330621307626,16.393558447374694,18.933754741024405
14.640117027680002,15.70609693235756,19.125349609611405
14.880693294158592,15.604657889226043,18.813863626217103
15.580201461813916,16.067527971766406,18.85301853514276
15.28029144793673,16.302346712975385,18.639860411601802
15.296230959115206,16.438667660294623,19.05140051943216
15.515051410591923,16.607056099060735,18.634936075979535
15.622705991453588,17.093201695872402,19.280266723920573
13.747825251018561,16.30093630015651,19.178569176994177
14.172183998872297,16.566325683531584,19.273065001524525
15.653699446495482,16.776437234514663,19.678313480707256
15.088706736326193,15.998724560370713,18.44050308175576
13.378593500145232,16.387360748985603,19.07025383011665
15.176732798181254,16.53816216942806,19.034876580017634
15.895344333052611,16.06517408229131,19.120499790617085
15.768726559448462,16.059957462963975,18.852596848790267
16.077910976915465,16.31177880320612,19.53874013724298
15.594497389222381,16.623971362582914,18.845674812254767
14.560383763523186,16.262687338290387,18.929435613841083
15.141075672930121,16.589319555948038,18.945634594085877
14.426686463300136,16.66425503025679,19.088364223445897
16.638600444988118,16.663587322400165,18.61536382449641
14.889350726014163,15.861812411898748,19.23532481544484
14.849367667839966,16.59509552749669,19.368053408369928
16.07866066089745,16.66851560712864,19.14017301616669
13.47104955056299,15.978706584252537,19.401846584175832
15.588545722748679,16.359151148381883,19.298876192976856
15.03898344131639,16.331756204595695,18.802975506583163
14.92257859190763,15.927629218087485,19.103287058894555
13.942434672857111,15.795429106857323,18.72688898024881
16.05164576773652,15.78131575560563,19.056657614578334
15.558314268145772,16.027426791518597,19.342891728743272
15.140895138651183,16.675886100249567,18.628230127850856
14.885480911779117,16.527825501839153,18.81831186504073
14.115777772102959,16.193268511924757,19.069320002877287
15.400334919984351,16.516176102134523,19.391147836208997
15.403993056883188,16.6609550237305,19.35083869422049
15.670464173540493,16.299850281539488,19.578829855200024
14.287482620403132,16.487548703220682,18.88974768077592
15.745206875406181,15.95061636408643,18.45149935540436
15.727326661841701,16.17039017975247,18.676044099820572
14.813259245489501,16.403436329389454,18.91204375101841
13.919860629721047,15.915122493428502,19.475751781455767
14.833597879382404,16.344862657264503,18.706617603505762
14.633335855180745,16.602531814563527,19.470133037322068
16.050020039149896,15.913392369613067,18.682095616761163
15.569498306182568,16.818921671800712,19.047624159854877
15.395035074799091,15.88457796783645,18.84423604880931
16.235957316534208,16.69597585227989,18.713277739595778
15.011220879013667,16.19951726325111,19.25504348064417
15.502882748364486,16.66960652853257,19.265790493948643
13.854586170861566,16.360893057045818,18.108270437341034
14.553441747005166,16.33142201220505,19.359770760583825
15.447972607581658,16.194641607179086,18.73004330927222
13.925640854425342,16.482120017317953,18.689880643381496
14.536705390468207,16.18167201947382,17.87858269102616
14.476129269165787,15.773163195082597,18.950907261602882
14.872502155243103,16.208108414714445,18.322113576677996
12.530370061193533,16.62814206621183,19.02489546852287
14.1535058458376,16.779373672028168,19.01440311713026
14.84239784497931,16.17607086643888,19.125929206230552
15.524038839188638,16.764451718541498,19.050642302418733
15.546194950797764,16.43105483061133,19.44009800737463
15.501470172021529,16.361517730128153,18.90303713088471
14.950365706368032,15.649604027368094,18.76517778865742
